profile_1,profile_2,profile_3,profile_4,profile_5,profile_6,profile_7,profile_8,profile_9,profile_10,profile_11,profile_12,profile_13,profile_14,profile_15,profile_16,profile_17,profile_18,profile_19,profile_20
0.9145,0.9145,0.9145,0.9145,0.9145,0.9145,0.9145,0.9145,0.9145,0.9145,0.9461,1.0,0.8307,0.9264,0.9228,0.8721,0.8213,0.8138,0.937,0.8699
0.8864,0.8864,0.8864,0.8864,0.8864,0.8864,0.8864,0.8864,0.8864,0.8864,0.8835,0.9429,0.7798,0.7846,0.8539,0.8125,0.8782,0.8295,0.8296,0.8432
0.8952,0.8952,0.8952,0.8952,0.8952,0.8952,0.8952,0.8952,0.8952,0.8952,0.8667,0.9523,0.933,0.8628,0.7556,0.7957,0.7709,0.8131,0.8467,0.7861
0.9452,0.9452,0.9452,0.9452,0.9452,0.9452,0.9452,0.9452,0.9452,0.9452,0.9241,0.902,0.8405,0.8366,0.9365,0.9014,0.9189,0.9105,0.8474,0.9424
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9302,0.9941,0.9562,0.9737,1.0,1.0,1.0,1.0,0.9655,0.9238
0.9939,0.9939,0.9939,0.9939,0.9939,0.9939,0.9939,0.9939,0.9939,0.9939,1.0,0.9485,0.8553,0.9775,0.8389,0.9479,0.9755,0.8389,0.8812,1.0
0.7603,0.7603,0.7603,0.7603,0.7603,0.7603,0.7603,0.7603,0.7603,0.7603,0.7794,0.8239,0.7634,0.8226,0.6975,0.7603,0.7181,0.7115,0.7491,0.7372
0.9583,0.9583,0.9583,0.9583,0.9583,0.9583,0.9583,0.9583,0.9583,0.9583,0.9278,0.9622,0.953,0.8577,0.844,0.8518,0.9228,0.8352,0.9441,0.8503
0.9268,0.9268,0.9268,0.9268,0.9268,0.9268,0.9268,0.9268,0.9268,0.9268,0.9061,0.9582,0.8774,0.9024,0.7653,0.8753,0.9268,0.8673,0.904,0.8138
0.7761,0.7761,0.7761,0.7761,0.7761,0.7761,0.7761,0.7761,0.7761,0.7761,0.7661,0.7484,0.7421,0.7786,0.6693,0.6611,0.7186,0.7049,0.757,0.7312
0.6436,0.6436,0.6436,0.6436,0.6436,0.6436,0.6436,0.6436,0.6436,0.6436,0.5864,0.5758,0.6031,0.576,0.5845,0.6018,0.5601,0.6495,0.6404,0.6181
0.6238,0.6238,0.6238,0.6238,0.6238,0.6238,0.6238,0.6238,0.6238,0.6238,0.5981,0.6636,0.6502,0.6749,0.5208,0.5487,0.5487,0.5952,0.59,0.5135
0.404,0.404,0.404,0.404,0.404,0.404,0.404,0.404,0.404,0.404,0.3452,0.3615,0.4134,0.4133,0.3781,0.3629,0.3779,0.3818,0.3941,0.3511
0.3671,0.3671,0.3671,0.3671,0.3671,0.3671,0.3671,0.3671,0.3671,0.3671,0.338,0.354,0.3651,0.3972,0.3031,0.3263,0.3297,0.3368,0.3834,0.3257
0.3346,0.3346,0.3346,0.3346,0.3346,0.3346,0.3346,0.3346,0.3346,0.3346,0.2954,0.3659,0.2976,0.3357,0.2978,0.3129,0.2974,0.3101,0.3297,0.3183
0.3539,0.3539,0.3539,0.3539,0.3539,0.3539,0.3539,0.3539,0.3539,0.3539,0.3359,0.3272,0.3418,0.3133,0.3442,0.3146,0.3441,0.3052,0.3591,0.314
0.4489,0.4489,0.4489,0.4489,0.4489,0.4489,0.4489,0.4489,0.4489,0.4489,0.4091,0.4418,0.3992,0.4592,0.4242,0.4323,0.3866,0.3995,0.4688,0.3696
0.3465,0.3465,0.3465,0.3465,0.3465,0.3465,0.3465,0.3465,0.3465,0.3465,0.3487,0.3445,0.3413,0.3374,0.2861,0.2952,0.3176,0.3211,0.3516,0.3011
0.2269,0.2269,0.2269,0.2269,0.2269,0.2269,0.2269,0.2269,0.2269,0.2269,0.211,0.2165,0.2321,0.2164,0.2102,0.2311,0.2185,0.2123,0.2012,0.2013
0.3084,0.3084,0.3084,0.3084,0.3084,0.3084,0.3084,0.3084,0.3084,0.3084,0.322,0.2974,0.2743,0.3033,0.2914,0.2656,0.2656,0.2631,0.3312,0.2849
0.2887,0.2887,0.2887,0.2887,0.2887,0.2887,0.2887,0.2887,0.2887,0.2887,0.2905,0.3072,0.2954,0.2726,0.2464,0.262,0.2513,0.2596,0.2816,0.2588
0.266,0.266,0.266,0.266,0.266,0.266,0.266,0.266,0.266,0.266,0.2475,0.2856,0.2289,0.2459,0.2563,0.2463,0.2537,0.2611,0.2804,0.2628
0.2316,0.2316,0.2316,0.2316,0.2316,0.2316,0.2316,0.2316,0.2316,0.2316,0.2088,0.244,0.2081,0.2369,0.2167,0.2208,0.2187,0.1976,0.2236,0.2245
0.2861,0.2861,0.2861,0.2861,0.2861,0.2861,0.2861,0.2861,0.2861,0.2861,0.2471,0.2617,0.3009,0.2701,0.2809,0.257,0.2649,0.2704,0.2537,0.246
0.2355,0.2355,0.2355,0.2355,0.2355,0.2355,0.2355,0.2355,0.2355,0.2355,0.2436,0.2294,0.2274,0.2547,0.1966,0.2289,0.2115,0.2117,0.2296,0.1981
0.1634,0.1634,0.1634,0.1634,0.1634,0.1634,0.1634,0.1634,0.1634,0.1634,0.1707,0.1641,0.1688,0.1479,0.1484,0.165,0.1634,0.1574,0.1642,0.139
0.1388,0.1388,0.1388,0.1388,0.1388,0.1388,0.1388,0.1388,0.1388,0.1388,0.1397,0.1449,0.146,0.1379,0.1287,0.135,0.126,0.1388,0.1436,0.1219
0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.1185,0.1109,0.109,0.1192,0.1101,0.1211,0.1178,0.1211,0.1289,0.1087
0.0828,0.0828,0.0828,0.0828,0.0828,0.0828,0.0828,0.0828,0.0828,0.0828,0.0841,0.0847,0.0831,0.0757,0.0752,0.0789,0.0774,0.0805,0.0742,0.0727
0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0315,0.0355,0.038,0.0394,0.0308,0.0368,0.0314,0.0314,0.0345,0.034
0.0368,0.0368,0.0368,0.0368,0.0368,0.0368,0.0368,0.0368,0.0368,0.0368,0.0321,0.0333,0.0327,0.0336,0.0337,0.0354,0.0337,0.0331,0.0377,0.035
0.0203,0.0203,0.0203,0.0203,0.0203,0.0203,0.0203,0.0203,0.0203,0.0203,0.019,0.0205,0.0184,0.0201,0.0171,0.0206,0.0184,0.0199,0.0202,0.0172
0.0093,0.0093,0.0093,0.0093,0.0093,0.0093,0.0093,0.0093,0.0093,0.0093,0.009,0.01,0.0096,0.0087,0.0078,0.0093,0.0084,0.0088,0.0087,0.0079
0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.0052,0.0053,0.005,0.0054,0.0049,0.0045,0.0051,0.0051,0.0053,0.0048
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
